,Unnamed: 0,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income,log_income,pdiff
1057,1058,charter,37.696,0.0052,76.176,76.176,12.696,37.696,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,38.480000000000004
795,796,boat,37.74,0.0143,159.766,159.766,37.74,67.24,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,122.02599999999998
406,407,boat,37.752,0.0023,86.65799999999999,86.65799999999999,37.752,61.752,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,48.905999999999985
404,405,boat,37.752,0.0023,86.65799999999999,86.65799999999999,37.752,61.752,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,48.905999999999985
1041,1042,charter,37.87,2.3014,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,36.776
904,905,charter,37.87,2.3014,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,36.776
879,880,charter,37.87,2.3014,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,36.776
656,657,boat,37.896,0.0238,202.112,202.112,37.896,61.896,0.1049,0.0451,0.0238,0.0468,12499.998,9.43348376329038,164.216
642,643,boat,37.896,0.0023,202.112,202.112,37.896,61.896,0.1049,0.0451,0.0023,0.0046,12499.998,9.43348376329038,164.216
634,635,boat,37.896,0.0156,581.072,581.072,37.896,72.896,0.5333,0.4522,0.0156,0.0058,12499.998,9.43348376329038,543.176
617,618,boat,37.896,0.2413,581.072,581.072,37.896,72.896,0.5333,0.4522,0.2413,1.0266,12499.998,9.43348376329038,543.176
932,933,boat,37.896,0.0531,227.376,227.376,37.896,62.896,0.2537,0.1498,0.0531,0.0052,12499.998,9.43348376329038,189.48000000000002
580,581,beach,37.896,0.0678,37.896,37.896,170.532,199.532,0.0678,0.0789,0.0014,0.0029,12499.998,9.43348376329038,0.0
1085,1086,boat,37.896,0.7369,227.376,227.376,37.896,62.896,0.2537,0.1498,0.7369,2.3101,12499.998,9.43348376329038,189.48000000000002
1006,1007,boat,37.896,0.0531,227.376,227.376,37.896,62.896,0.2537,0.1498,0.0531,0.0052,12499.998,9.43348376329038,189.48000000000002
1090,1091,boat,37.896,0.6817,227.376,227.376,37.896,62.896,0.2537,0.1498,0.6817,2.3014,12499.998,9.43348376329038,189.48000000000002
556,557,boat,37.896,0.2413,581.072,581.072,37.896,72.896,0.5333,0.4522,0.2413,1.0266,12499.998,9.43348376329038,543.176
1067,1068,boat,38.088,0.7369,120.612,120.612,38.088,63.088,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,82.524
1064,1065,boat,38.088,0.6817,120.612,120.612,38.088,63.088,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,82.524
630,631,boat,38.134,0.2413,344.86400000000003,344.86400000000003,38.134,73.134,0.5333,0.4522,0.2413,1.0266,6250.0013,8.740336950730425,306.73
552,553,pier,38.134,0.0025,38.134,38.134,49.74,78.74,0.0678,0.0025,0.0499,0.2421,6250.0013,8.740336950730425,0.0
478,479,charter,38.282,0.5391,13.282,13.282,13.282,38.282,0.0678,0.0503,0.2601,0.5391,1249.9998,7.130898670296334,24.999999999999996
481,482,charter,38.282,0.1648,13.282,13.282,13.282,38.282,0.0678,0.0503,0.023,0.1648,1249.9998,7.130898670296334,24.999999999999996
284,285,charter,38.29,0.4216,164.5,164.5,3.29,38.29,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,126.21000000000001
306,307,beach,38.386,0.0678,38.386,38.386,38.386,63.386,0.0678,0.0503,0.2601,0.5391,8750.001,9.076809093637367,0.0
976,977,boat,38.998000000000005,0.6817,129.57399999999998,129.57399999999998,38.998000000000005,63.998000000000005,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,90.57599999999998
975,976,pier,38.998000000000005,0.4522,38.998000000000005,38.998000000000005,252.858,287.858,0.5333,0.4522,0.1665,0.3975,4583.332,8.430181523517474,0.0
961,962,boat,38.998000000000005,0.7369,129.57399999999998,129.57399999999998,38.998000000000005,63.998000000000005,0.2537,0.1498,0.7369,2.3101,4583.332,8.430181523517474,90.57599999999998
953,954,boat,38.998000000000005,0.6817,129.57399999999998,129.57399999999998,38.998000000000005,63.998000000000005,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,90.57599999999998
80,81,charter,39.122,0.0058,76.944,76.944,4.122,39.122,0.5333,0.4522,0.0156,0.0058,1249.9998,7.130898670296334,37.822
65,66,charter,39.122,1.0266,76.944,76.944,4.122,39.122,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,37.822
55,56,charter,39.134,0.0046,21.714,21.714,15.134,39.134,0.1049,0.0451,0.0023,0.0046,2083.3332,7.641724390062335,17.42
957,958,charter,39.198,2.3014,47.174,47.174,14.198,39.198,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,7.975999999999999
279,280,charter,39.29,1.0266,214.5,214.5,4.29,39.29,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,175.21
820,821,charter,39.37,0.324,115.808,115.808,9.87,39.37,0.0678,0.0503,0.1082,0.324,2083.3332,7.641724390062335,76.43800000000002
662,663,charter,39.37,0.1726,100.016,100.016,9.87,39.37,0.0678,0.0052,0.0732,0.1726,2083.3332,7.641724390062335,60.64600000000001
85,86,boat,39.474,0.6817,8.514,8.514,39.474,64.47399999999999,0.2537,0.1498,0.6817,2.3014,416.66668,6.0322865736282365,30.959999999999997
816,817,boat,39.87,0.0143,467.8080000000001,467.8080000000001,39.87,69.37,0.0678,0.0503,0.0143,0.0289,10416.666,9.251162302496436,427.9380000000001
1154,1155,boat,39.99,0.1574,30.186,30.186,39.99,63.99,0.1049,0.0451,0.1574,0.4671,416.66668,6.0322865736282365,9.804000000000002
1045,1046,charter,40.096,2.3101,90.576,90.576,15.095999999999998,40.096,0.2537,0.0014,0.7369,2.3101,4583.332,8.430181523517474,50.48
935,936,charter,40.096,2.3014,90.576,90.576,15.095999999999998,40.096,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,50.48
547,548,charter,40.496,1.0266,84.272,84.272,5.496,40.496,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,43.776
1145,1146,charter,40.79,2.3101,180.00599999999997,180.00599999999997,15.79,40.79,0.2537,0.1498,0.7369,2.3101,12499.998,9.43348376329038,139.21599999999998
920,921,charter,40.87,2.3014,92.046,92.046,15.87,40.87,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,51.17600000000001
907,908,charter,40.87,2.3014,92.046,92.046,15.87,40.87,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,51.17600000000001
1044,1045,charter,40.87,0.0052,92.046,92.046,15.87,40.87,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,51.17600000000001
215,216,charter,40.934,1.0266,39.474,39.474,5.934,40.934,0.5333,0.4522,0.2413,1.0266,416.66668,6.0322865736282365,1.4600000000000009
1015,1016,boat,41.262,0.0143,243.34,243.34,41.262,70.762,0.0678,0.0503,0.0143,0.0289,3749.9999,8.22951109229779,202.078
1024,1025,boat,41.262,0.0143,243.34,243.34,41.262,70.762,0.0678,0.0503,0.0143,0.0289,3749.9999,8.22951109229779,202.078
297,298,charter,41.29,1.0266,314.5,314.5,6.29,41.29,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,273.21
1028,1029,charter,41.45,2.3014,25.662,25.662,16.45,41.45,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,15.788000000000004
494,495,pier,41.45399999999999,0.0025,41.45399999999999,41.45399999999999,50.666,79.666,0.0678,0.0025,0.0499,0.2421,2083.3332,7.641724390062335,0.0
1070,1071,charter,41.488,2.3014,52.212,52.212,16.488,41.488,0.2537,0.1498,0.6817,2.3014,1249.9998,7.130898670296334,10.724000000000004
640,641,charter,41.496,0.3087,93.312,93.312,17.496,41.496,0.1049,0.0079,0.0613,0.3087,5416.6667,8.59723590524362,51.815999999999995
4,5,boat,41.514,0.1082,106.93,106.93,41.514,71.014,0.0678,0.0503,0.1082,0.324,4583.332,8.430181523517474,65.416
246,247,charter,41.58,0.2421,56.61,56.61,12.58,41.58,0.0678,0.0025,0.0499,0.2421,4583.332,8.430181523517474,15.030000000000001
684,685,charter,41.87,0.6456,36.64,36.64,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998,7.130898670296334,5.229999999999997
806,807,charter,41.87,0.6456,42.594,42.594,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998,7.130898670296334,0.7240000000000038
862,863,charter,41.87,0.6456,42.594,42.594,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998,7.130898670296334,0.7240000000000038
753,754,charter,41.87,0.6456,36.64,36.64,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998,7.130898670296334,5.229999999999997
296,297,charter,42.29,1.0266,364.5,364.5,7.29,42.29,0.5333,0.4522,0.0051,1.0266,5416.6667,8.59723590524362,322.21
113,114,beach,42.32,0.2537,42.32,42.32,42.32,60.82,0.2537,0.1498,0.0233,0.0219,3749.9999,8.22951109229779,0.0
723,724,charter,42.37,0.1176,130.416,130.416,12.87,42.37,0.0678,0.0503,0.0016,0.1176,2916.6666,7.978196667826407,88.04599999999999
1055,1056,charter,42.496,2.3014,104.976,104.976,17.496,42.496,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,62.48
56,57,charter,42.722,0.0058,144.144,144.144,7.722,42.722,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,101.422
59,60,charter,42.722,1.0266,144.144,144.144,7.722,42.722,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,101.422
78,79,charter,42.722,0.4216,144.144,144.144,7.722,42.722,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,101.422
35,36,charter,42.722,0.4216,144.144,144.144,7.722,42.722,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,101.422
609,610,boat,42.734,0.0361,386.464,386.464,42.734,77.734,0.5333,0.0069,0.0361,0.4216,7083.3317,8.86549965509619,343.73
628,629,beach,42.734,0.0678,42.734,42.734,55.74,84.74,0.0678,0.0789,0.1643,0.5391,7083.3317,8.86549965509619,0.0
778,779,boat,42.77,0.0361,78.30199999999999,78.30199999999999,42.77,77.77,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,35.53199999999999
156,157,boat,42.772,0.1574,94.35,94.35,42.772,66.77199999999999,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,51.577999999999996
163,164,beach,42.772,0.0678,42.772,42.772,104.414,133.414,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,0.0
760,761,boat,42.87,0.0102,228.64,228.64,42.87,77.87,0.0678,0.0789,0.0102,0.0209,11250.001,9.328123496521451,185.76999999999998
571,572,charter,42.896,1.0266,121.072,121.072,7.896,42.896,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,78.176
595,596,charter,42.896,0.4216,121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,78.176
572,573,charter,42.896,0.3975,121.072,121.072,7.896,42.896,0.5333,0.4522,0.1665,0.3975,2083.3332,7.641724390062335,78.176
581,582,charter,42.896,0.4216,121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,78.176
652,653,charter,42.896,0.4216,121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,78.176
233,234,charter,42.986,0.1648,17.986,17.986,17.986,42.986,0.0678,0.0503,0.023,0.1648,3749.9999,8.22951109229779,24.999999999999996
440,441,charter,43.082,0.3087,75.012,75.012,19.082,43.082,0.1049,0.0079,0.0613,0.3087,2083.3332,7.641724390062335,31.93
247,248,charter,43.58,0.5391,18.58,18.58,18.58,43.58,0.0678,0.0503,0.2601,0.5391,7083.3317,8.86549965509619,25.0
612,613,charter,43.734,0.3087,72.072,72.072,19.734,43.734,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,28.338
554,555,charter,43.734,0.0046,72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,28.338
602,603,charter,43.734,0.0046,72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,28.338
540,541,charter,43.734,0.0046,72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,28.338
30,31,charter,43.734,0.0046,28.314,28.314,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,15.420000000000002
23,24,charter,43.734,0.3087,28.314,28.314,19.734,43.734,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,15.420000000000002
799,800,boat,43.74,0.0108,94.77,94.77,43.74,78.74,0.0678,0.0025,0.0108,0.2377,5416.6667,8.59723590524362,51.029999999999994
786,787,boat,43.74,0.0559,94.77,94.77,43.74,78.74,0.0678,0.0789,0.0559,0.6456,5416.6667,8.59723590524362,51.029999999999994
785,786,pier,43.74,0.1498,43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5416.6667,8.59723590524362,0.0
784,785,boat,43.74,0.0897,94.77,94.77,43.74,78.74,0.0678,0.0789,0.0897,1.0905,5416.6667,8.59723590524362,51.029999999999994
98,99,pier,43.74,0.1498,43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5416.6667,8.59723590524362,0.0
888,889,charter,43.87,0.0052,109.446,109.446,18.87,43.87,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,65.576
516,517,beach,44.086000000000006,0.0678,44.086000000000006,44.086000000000006,44.086000000000006,69.086,0.0678,0.0503,0.2601,0.5391,2083.3332,7.641724390062335,0.0
510,511,boat,44.086000000000006,0.0971,34.874,34.874,44.086000000000006,73.086,0.0678,0.0789,0.0971,0.1648,2083.3332,7.641724390062335,9.212000000000003
21,22,charter,44.322,0.0046,88.06200000000001,88.06200000000001,20.322,44.322,0.1049,0.0451,0.0023,0.0046,8750.001,9.076809093637367,43.74000000000001
67,68,charter,44.522,0.3975,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.1665,0.3975,3749.9999,8.22951109229779,133.22200000000004
50,51,charter,44.522,0.0058,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,133.22200000000004
62,63,charter,44.522,0.4216,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.0069,0.0361,0.4216,3749.9999,8.22951109229779,133.22200000000004
758,759,charter,44.87,0.0209,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,7.770000000000003
750,751,charter,44.87,0.6456,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,7.770000000000003
809,810,charter,44.87,0.6456,61.194,61.194,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,16.324000000000005
719,720,charter,44.87,0.6456,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,7.770000000000003
685,686,charter,44.87,0.0209,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,7.770000000000003
762,763,charter,44.87,0.6456,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,7.770000000000003
141,142,charter,45.062,0.3975,38.184,38.184,10.062,45.062,0.5333,0.4522,0.1665,0.3975,416.66668,6.0322865736282365,6.878
235,236,boat,45.18600000000001,0.2601,45.18600000000001,45.18600000000001,45.18600000000001,70.186,0.0678,0.0503,0.2601,0.5391,10416.666,9.251162302496436,0.0
950,951,boat,45.198,0.6817,150.174,150.174,45.198,70.19800000000001,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,104.976
1060,1061,boat,45.288,0.6817,143.412,143.412,45.288,70.288,0.2537,0.1498,0.6817,2.3014,4583.332,8.430181523517474,98.12400000000001
1162,1163,boat,45.288,0.0531,143.412,143.412,45.288,70.288,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,98.12400000000001
589,590,charter,45.29600000000001,0.3975,157.872,157.872,10.296,45.29600000000001,0.5333,0.4522,0.1665,0.3975,2916.6666,7.978196667826407,112.57600000000001
555,556,charter,45.29600000000001,0.0058,157.872,157.872,10.296,45.29600000000001,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,112.57600000000001
690,691,charter,45.37,0.1176,160.816,160.816,15.87,45.37,0.0678,0.0503,0.0016,0.1176,3749.9999,8.22951109229779,115.446
743,744,charter,45.37,0.1726,160.816,160.816,15.87,45.37,0.0678,0.0052,0.0732,0.1726,3749.9999,8.22951109229779,115.446
808,809,charter,45.37,0.1726,186.208,186.208,15.87,45.37,0.0678,0.0052,0.0732,0.1726,3749.9999,8.22951109229779,140.838
435,436,boat,45.402,0.0023,74.354,74.354,45.402,69.402,0.1049,0.0451,0.0023,0.0046,2083.3332,7.641724390062335,28.951999999999998
463,464,pier,45.474,0.0789,45.474,45.474,45.474,74.47399999999999,0.0678,0.0789,0.1643,0.0041,2916.6666,7.978196667826407,0.0
462,463,boat,45.474,0.1491,45.474,45.474,45.474,70.47399999999999,0.0678,0.0052,0.1491,0.2421,2916.6666,7.978196667826407,0.0
607,608,charter,45.534,0.4216,95.264,95.264,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1249.9998,7.130898670296334,49.73
28,29,charter,45.534,0.0058,70.074,70.074,10.534,45.534,0.5333,0.4522,0.0156,0.0058,1249.9998,7.130898670296334,24.54
579,580,charter,45.534,0.4216,95.264,95.264,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1249.9998,7.130898670296334,49.73
333,334,charter,45.58,0.2421,74.61,74.61,16.58,45.58,0.0678,0.0025,0.0499,0.2421,6250.0013,8.740336950730425,29.03
40,41,boat,46.332,0.1643,10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2916.6666,7.978196667826407,36.036
568,569,boat,46.332,0.1491,46.332,46.332,46.332,71.332,0.0678,0.0052,0.1491,0.2421,2916.6666,7.978196667826407,0.0
1031,1032,charter,46.45,0.0052,33.462,33.462,21.45,46.45,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,12.988
352,353,charter,46.87,0.1648,21.87,21.87,21.87,46.87,0.0678,0.0503,0.023,0.1648,5416.6667,8.59723590524362,24.999999999999996
234,235,charter,46.986,0.5391,17.986,17.986,17.986,46.986,0.0678,0.0789,0.1643,0.5391,3749.9999,8.22951109229779,28.999999999999996
391,392,beach,47.174,0.0678,47.174,47.174,53.586000000000006,82.586,0.0678,0.0789,0.1643,0.5391,1249.9998,7.130898670296334,0.0
938,939,charter,47.29600000000001,0.0052,133.776,133.776,22.296,47.29600000000001,0.2537,0.1498,0.0531,0.0052,7083.3317,8.86549965509619,86.48
539,540,boat,47.334,0.0361,428.064,428.064,47.334,82.334,0.5333,0.0069,0.0361,0.4216,7916.6663,8.976725474478886,380.73
666,667,beach,47.37,0.2537,47.37,47.37,157.9,176.4,0.2537,0.1498,0.0233,0.0219,12499.998,9.43348376329038,0.0
668,669,boat,47.37,0.0102,252.64,252.64,47.37,82.37,0.0678,0.0789,0.0102,0.0209,12499.998,9.43348376329038,205.26999999999998
687,688,pier,47.37,0.1498,47.37,47.37,157.9,176.4,0.2537,0.1498,0.2339,0.6288,12499.998,9.43348376329038,0.0
814,815,boat,47.37,0.0143,555.808,555.808,47.37,76.87,0.0678,0.0503,0.0143,0.0289,12499.998,9.43348376329038,508.438
832,833,boat,47.37,0.0732,555.808,555.808,47.37,76.87,0.0678,0.0052,0.0732,0.1726,12499.998,9.43348376329038,508.438
1037,1038,charter,47.372,0.0052,14.476,14.476,22.372,47.372,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,32.896
1008,1009,pier,47.376000000000005,0.1498,47.376000000000005,47.376000000000005,86.85600000000001,105.356,0.2537,0.1498,0.2339,0.6288,2083.3332,7.641724390062335,0.0
561,562,charter,47.696000000000005,1.0266,194.672,194.672,12.696,47.696000000000005,0.5333,0.4522,0.0051,1.0266,3749.9999,8.22951109229779,146.976
207,208,boat,47.804,0.1574,70.44800000000001,70.44800000000001,47.804,71.804,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,22.644000000000005
209,210,pier,47.804,0.0789,47.804,47.804,100.64,129.64,0.0678,0.0789,0.0014,0.0029,4583.332,8.430181523517474,0.0
226,227,pier,47.804,0.0789,47.804,47.804,100.64,129.64,0.0678,0.0789,0.0014,0.0029,4583.332,8.430181523517474,0.0
112,113,charter,47.82,0.1726,46.258,46.258,18.32,47.82,0.0678,0.0052,0.0732,0.1726,1249.9998,7.130898670296334,1.5619999999999976
727,728,charter,47.87,0.0209,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,20.770000000000003
680,681,charter,47.87,0.2377,68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666,7.978196667826407,20.770000000000003
667,668,charter,47.87,1.0905,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,20.770000000000003
761,762,charter,47.87,0.6456,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666,7.978196667826407,20.770000000000003
768,769,charter,47.87,0.2377,68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666,7.978196667826407,20.770000000000003
293,294,charter,47.87,0.5391,31.45,31.45,18.87,47.87,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,16.419999999999998
811,812,charter,47.87,0.6456,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666,7.978196667826407,31.924
803,804,charter,47.87,0.6456,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666,7.978196667826407,31.924
740,741,charter,47.87,0.0209,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,20.770000000000003
813,814,charter,47.87,1.0905,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,31.924
849,850,charter,47.87,1.0905,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,31.924
838,839,charter,47.87,0.0209,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,31.924
16,17,beach,48.114,0.1049,48.114,48.114,33.534,57.534,0.1049,0.0451,0.1574,0.4671,5416.6667,8.59723590524362,0.0
541,542,charter,48.334,0.3087,88.87200000000001,88.87200000000001,24.334,48.334,0.1049,0.0079,0.0613,0.3087,3749.9999,8.22951109229779,40.53800000000001
1036,1037,charter,48.376000000000005,0.324,176.748,176.748,18.876,48.376000000000005,0.0678,0.0503,0.1082,0.324,2916.6666,7.978196667826407,128.37199999999999
517,518,charter,48.674,0.0058,53.406000000000006,53.406000000000006,13.674,48.674,0.5333,0.4522,0.0156,0.0058,416.66668,6.0322865736282365,4.732000000000006
1062,1063,charter,48.688,2.3101,75.012,75.012,23.688,48.688,0.2537,0.0014,0.7369,2.3101,2083.3332,7.641724390062335,26.323999999999998
1096,1097,charter,48.688,0.0052,75.012,75.012,23.688,48.688,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,26.323999999999998
1097,1098,charter,48.688,2.3014,75.012,75.012,23.688,48.688,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,26.323999999999998
1121,1122,boat,48.906000000000006,0.0732,204.204,204.204,48.906000000000006,78.406,0.0678,0.0052,0.0732,0.1726,2916.6666,7.978196667826407,155.298
413,414,boat,48.906000000000006,0.2413,172.458,172.458,48.906000000000006,83.906,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,123.55199999999999
206,207,boat,48.906000000000006,0.0023,69.498,69.498,48.906000000000006,72.906,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,20.592
1017,1018,pier,49.062,0.1498,49.062,49.062,149.702,168.202,0.2537,0.1498,0.0082,0.0044,4583.332,8.430181523517474,0.0
180,181,beach,49.572,0.0678,49.572,49.572,121.014,150.014,0.0678,0.0789,0.1643,0.5391,5416.6667,8.59723590524362,0.0
158,159,pier,49.572,0.0789,49.572,49.572,121.014,150.014,0.0678,0.0789,0.1643,0.5391,5416.6667,8.59723590524362,0.0
153,154,boat,49.572,0.0613,109.35,109.35,49.572,73.572,0.1049,0.0079,0.0613,0.3087,5416.6667,8.59723590524362,59.77799999999999
128,129,pier,49.74,0.1498,49.74,49.74,59.688,78.188,0.2537,0.1498,0.2339,0.6288,6250.0013,8.740336950730425,0.0
255,256,charter,49.786,0.2421,24.786,24.786,24.786,49.786,0.0678,0.0052,0.1491,0.2421,5416.6667,8.59723590524362,25.0
651,652,charter,50.096,0.3975,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.1665,0.3975,4583.332,8.430181523517474,181.376
44,45,charter,50.096,1.0266,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,181.376
596,597,charter,50.096,0.4216,231.472,231.472,15.095999999999998,50.096,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,181.376
648,649,charter,50.096,0.4216,231.472,231.472,15.095999999999998,50.096,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,181.376
228,229,charter,50.114,0.0209,10.534,10.534,15.114,50.114,0.0678,0.0789,0.0102,0.0209,1249.9998,7.130898670296334,39.58
194,195,charter,50.114,0.0209,10.534,10.534,15.114,50.114,0.0678,0.0789,0.0102,0.0209,1249.9998,7.130898670296334,39.58
217,218,charter,50.13399999999999,0.0058,100.674,100.674,15.134,50.13399999999999,0.5333,0.4522,0.0156,0.0058,2083.3332,7.641724390062335,50.54000000000001
605,606,charter,50.13399999999999,0.0058,136.864,136.864,15.134,50.13399999999999,0.5333,0.4522,0.0156,0.0058,2083.3332,7.641724390062335,86.73000000000002
604,605,charter,50.13399999999999,0.0058,136.864,136.864,15.134,50.13399999999999,0.5333,0.4522,0.0156,0.0058,2083.3332,7.641724390062335,86.73000000000002
26,27,pier,50.32,0.0451,50.32,50.32,49.062,73.062,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,0.0
354,355,charter,50.386,0.5391,21.386,21.386,21.386,50.386,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,29.000000000000004
199,200,charter,50.398,0.1176,22.704,22.704,20.898000000000003,50.398,0.0678,0.0503,0.0016,0.1176,416.66668,6.0322865736282365,27.694000000000003
717,718,charter,50.87,0.2377,84.64,84.64,15.87,50.87,0.0678,0.0025,0.0108,0.2377,3749.9999,8.22951109229779,33.77
735,736,charter,50.87,1.0905,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,33.77
739,740,charter,50.87,1.0905,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,33.77
741,742,charter,50.87,0.0209,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,33.77
765,766,charter,50.87,1.0905,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,33.77
